===== Starting battle of <Plodder> vs <PolarBearMkII> with memory tape size: 11 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ 128 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< | 128 ]
[ 128 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 2 | 128 ]
[ 128 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >0 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-1 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-2 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-3 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | >-4 | 0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | >0 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | >1 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | >2 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | >3 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | >4 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | >5 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | >6 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | >7 | 0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >0 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-1 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-2 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-3 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-4 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-5 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-6 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-7 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-8 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-9 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-10 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-11 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-12 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-13 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-14 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-15 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-16 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | >-17 | 0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | >0 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | >1 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | >2 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | >3 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | >4 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | >5 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | >6 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | >7 | 0 | 0 | -1< | 2 | 128 ]
[ 128 | -4 | -4 | 7 | -17 | 7 | >0 | 0 | -1< | 2 | 128 ]
