===== Starting battle of <LightfootPlodder> vs <RussianRoulette> with memory tape size: 12 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >48 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >48 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >47 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >47 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >46 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >46 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >45 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >45 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >44 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >44 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >43 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >43 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >42 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >42 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >41 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >41 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >40 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >40 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >39 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >39 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >38 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >38 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >37 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >37 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >36 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >36 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >35 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >35 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >34 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >34 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >33 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >33 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >32 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >32 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >31 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >31 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >30 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >30 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >29 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >29 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >28 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >28 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >27 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >27 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >26 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >26 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >25 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >25 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >24 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >24 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >23 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >23 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >22 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >22 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >21 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >21 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >20 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >20 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >19 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >19 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >18 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >18 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >17 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >17 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >16 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >16 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >15 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >15 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >14 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >14 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >13 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >13 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >12 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >12 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >11 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >11 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >10 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >10 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >9 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >9 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >8 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >8 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >7 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >7 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >6 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >6 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >5 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >5 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >4 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >4 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >3 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >3 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >2 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >2 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >1 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >1 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >0 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1< | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | 1 | >0 ]

===== LightfootPlodder won the battle after 482 cycles =====



===== Starting battle of <LightfootPlodder> vs <RussianRoulette> with memory tape size: 19 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ 128 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 128 ]
[ 128 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 128 ]
[ 128 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 128 ]
[ 128 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 128 ]
[ 128 | -4 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -1 | 128 ]
[ 128 | -4 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 128 ]
[ 128 | -4 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 128 ]
[ 128 | -4 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | >-5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | >-6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | >-7 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | >-3 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | >-4 | 0 | 0 | 0 | 0 | 0 | -1< | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | >0 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | >1 | 0 | 0 | 0 | 0< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | >2 | 0 | 0 | 0 | -1< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | >3 | 0 | 0 | 0 | -2< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | >4 | 0 | 0 | 0 | -3< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | >5 | 0 | 0 | 0 | -4< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | >6 | 0 | 0 | 0 | -5< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | >7 | 0 | 0 | 0 | -6< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >0 | 0 | 0 | -7< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-1 | 0 | 0 | -8< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-2 | 0 | 0 | -9< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-3 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-4 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-5 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-6 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-7 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-8 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-9 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-10 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-11 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-12 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-13 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-14 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-15 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-16 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-17 | 0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >0 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >1 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >2 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >3 | 0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | >0 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | >-1 | -10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-10< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-11< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-12< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-13< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-14< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-15< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-16< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-17< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-18< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-19< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-20< | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -20< | >-1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -20< | >0 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -20< | >1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -20< | >2 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -20< | >3 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -20< | >4 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -20< | >5 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 128 ]
