===== Starting battle of <MetaJSRandomBot> vs <Alternator> with memory tape size: 14 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >-127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 128 ]
[ >-127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | 128 ]
[ >-127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | 128 ]
[ -127 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 1 | 128 ]
[ -127 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | 128 ]
[ -127 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 128 ]
[ -127 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | -1 | 1 | 128 ]
[ -127 | -2 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 1 | -1 | 1 | 128 ]
[ -127 | -2 | >1 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | >1 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | >0 | 0 | 0 | 0 | 0 | 0< | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | >0 | 0 | 0 | 0 | -1< | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | >1 | 0 | 0 | 0< | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | >1 | 0 | 0 | 1< | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | >0 | 0 | 0< | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | 0 | >0 | -1< | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | 0 | >1< | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | 0 | >2< | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | 0< | >1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | 0< | 1 | >-1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0 | 0< | 1 | >0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0< | 0 | 1 | >0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0< | 0 | 1 | 0 | >1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2 | 0< | 0 | 1 | 0 | 1 | >-1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ -127 | -2< | 0 | 0 | 1 | 0 | 1 | >-1 | 1 | -1 | 1 | -1 | 1 | 128 ]
